trial_id,page,term,value
d2eCLXM,reservations-contact,animation_judge,0.55
kWg3KFu,__all__,static_design,0.781347954343833
kWg3KFu,__all__,motion,0.14440776244880643
kWg3KFu,__all__,animation_judge,0.55
kWg3KFu,__all__,reward,0.49191857226421315
kWg3KFu,index,static_design,0.7725219262147507
kWg3KFu,index,motion,0.20131965331230267
kWg3KFu,index,animation_judge,0.55
kWg3KFu,menu,static_design,0.7651016045549004
kWg3KFu,menu,motion,0.2758202141147422
kWg3KFu,menu,animation_judge,0.55
kWg3KFu,our-story,static_design,0.7604441102130758
kWg3KFu,our-story,motion,0.08681999658952015
kWg3KFu,our-story,animation_judge,0.55
kWg3KFu,events-private-dining,static_design,0.7491249864418803
kWg3KFu,events-private-dining,motion,0.038118829918142215
kWg3KFu,events-private-dining,animation_judge,0.55
kWg3KFu,reservations-contact,static_design,0.8595471442945576
kWg3KFu,reservations-contact,motion,0.11996011830932493
kWg3KFu,reservations-contact,animation_judge,0.55
rHAL8Sa,__all__,static_design,0.783159301807866
rHAL8Sa,__all__,motion,0.3827944652265489
rHAL8Sa,__all__,animation_judge,0.53
rHAL8Sa,__all__,reward,0.565317922344805
rHAL8Sa,index,static_design,0.7641579510630475
rHAL8Sa,index,motion,0.3097931653231057
rHAL8Sa,index,animation_judge,0.55
rHAL8Sa,menu,static_design,0.784084718777674
rHAL8Sa,menu,motion,0.3723732529305095
rHAL8Sa,menu,animation_judge,0.55
rHAL8Sa,our-story,static_design,0.7525947533663012
rHAL8Sa,our-story,motion,0.42605011121649355
rHAL8Sa,our-story,animation_judge,0.55
rHAL8Sa,events-private-dining,static_design,0.7392331526213971
rHAL8Sa,events-private-dining,motion,0.35942333553858546
rHAL8Sa,events-private-dining,animation_judge,0.45
rHAL8Sa,reservations-contact,static_design,0.8757259332109106
rHAL8Sa,reservations-contact,motion,0.44633246112405056
rHAL8Sa,reservations-contact,animation_judge,0.55
rLxRfMY,__all__,static_design,0.7857164929826944
rLxRfMY,__all__,motion,0.1876030798546607
rLxRfMY,__all__,animation_judge,0.5349999999999999
rLxRfMY,__all__,reward,0.5027731909457851
rLxRfMY,index,static_design,0.7756766471017709
rLxRfMY,index,motion,0.15867837728142792
rLxRfMY,index,animation_judge,0.55
rLxRfMY,menu,static_design,0.8235183480869991
rLxRfMY,menu,motion,0.2401872866760308
rLxRfMY,menu,animation_judge,0.55
rLxRfMY,our-story,static_design,0.7359936142302936
rLxRfMY,our-story,motion,0.14876528028951855
rLxRfMY,our-story,animation_judge,0.55
rLxRfMY,events-private-dining,static_design,0.7346505471637887
rLxRfMY,events-private-dining,motion,0.08503409209004396
rLxRfMY,events-private-dining,animation_judge,0.45
rLxRfMY,reservations-contact,static_design,0.8587433083306203
rLxRfMY,reservations-contact,motion,0.3053503629362823
rLxRfMY,reservations-contact,animation_judge,0.575
